key,y_true,horizon_step,metric,hybrid_p50,prod_p10,prod_p90,analog_p50,timesfm_p50,chronos_p50,ctx_mean,ctx_std,ctx_slope,markets,trademark,brand
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,16016.1935,7,eq,16103.469,14611.748,19743.27,1337.5692133441871,255.16134643554688,3276.38232421875,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,13293.8795,8,eq,15400.529,13596.986,17474.83,1274.7922371123298,241.49954223632812,3046.501220703125,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,12385.0846,9,eq,14668.705,12368.028,19068.004,1015.9858614163982,185.7164306640625,2787.513671875,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,11210.1404,10,eq,12003.43,10095.101,15478.419,919.988081424152,196.25628662109375,2598.511474609375,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,12217.985,11,eq,11088.461,9748.036,13970.427,944.0912929254698,171.45321655273438,2351.46826171875,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,11045.3156,12,eq,10973.678,9766.424,15112.926,966.9765720627393,176.25247192382812,2021.040771484375,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,8804.9271,13,eq,9778.003,8211.065,11370.271,873.5509759723168,162.1768798828125,1647.854248046875,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,8457.631,14,eq,7253.3843,5777.0635,8752.514,762.8302049145843,191.25079345703125,1302.104248046875,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,8174.8545,15,eq,6044.7954,5292.978,8265.733,762.829758391303,172.70040893554688,1140.948974609375,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,5889.1966,16,eq,4484.1455,3834.52,6118.317,608.5715148985109,151.40341186523438,890.1051025390625,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,5699.1548,17,eq,4163.797,3231.704,6042.3994,648.3646574203359,127.07623291015625,536.2960815429688,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,4882.6193,18,eq,4149.6685,3504.688,5544.243,581.5933483587789,99.4102783203125,425.02728271484375,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,5542.255,19,eq,4352.121,3504.643,6528.1997,703.5608291240144,139.27371215820312,373.0867919921875,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,6932.8849,20,eq,4045.5906,2885.5244,6919.2393,666.6380332129852,138.34744262695312,314.9819641113281,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,4611.2852,21,eq,3916.8293,2862.0933,5455.5537,560.9652795253497,175.079345703125,379.891845703125,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,4015.6573,22,eq,3386.4707,2206.4077,4736.559,513.1423710697171,179.01376342773438,478.1987609863281,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,3731.7118,23,eq,2560.2517,1331.8885,3961.4011,556.515158692562,218.89028930664062,875.50390625,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,3940.86,24,eq,3955.4038,1246.904,5208.3613,467.9950683761408,237.49295043945312,1654.52685546875,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,3560.6481,25,eq,4936.63,2435.335,4936.63,431.29057947554475,245.23291015625,2187.98828125,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,3206.7782,26,eq,4690.181,2143.9097,4690.181,372.0965206622896,259.4076843261719,2606.12744140625,576.0648500000001,995.1470502470238,689.9651399999999,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,70714.2269,1,units,51013.61,49093.688,87159.1,9491.430629310793,2630.81201171875,13175.7451171875,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,134553.1672,2,units,57229.586,56935.41,132687.31,8459.735862770236,1670.7437744140625,13736.0244140625,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,98112.2464,3,units,68211.44,68211.44,129482.086,6871.3354059379635,1309.1380615234375,13718.9697265625,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,86414.2606,4,units,65894.29,65894.29,86831.75,6844.528436180346,1026.5936279296875,13712.125,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,80356.45,5,units,66501.945,66501.945,87751.01,6522.400170007616,992.44091796875,14123.0302734375,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,75559.6145,6,units,63516.55,63516.55,83822.945,5869.272594777775,1075.9432373046875,15010.9296875,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,66898.932,7,units,62614.594,61790.035,82990.09,5020.020234696912,1107.904296875,14256.4560546875,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,60550.4594,8,units,60685.953,60100.246,81194.555,4734.797171522903,1048.4456787109375,13256.67578125,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,54511.7903,9,units,54451.504,54369.492,74829.15,3862.782501459756,805.8280029296875,12130.2705078125,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,51043.8532,10,units,51619.84,47772.32,51619.84,3487.1607423421956,851.936767578125,11308.2958984375,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,47690.777,11,units,49985.992,44575.754,51973.246,3591.9407154250675,743.8612060546875,10233.576171875,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,39191.1565,12,units,49773.547,39117.94,51658.113,3406.1685617087414,764.78857421875,8795.6318359375,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,34885.5483,13,units,28716.121,28299.799,38545.59,3004.519492897706,703.54248046875,7171.66259765625,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,31320.4386,14,units,26008.674,25584.027,37282.21,2807.77200367764,830.181396484375,5667.033203125,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,28787.0755,15,units,19086.709,18188.344,27930.19,2277.3548937925484,749.3907470703125,4966.1884765625,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,22861.3328,16,units,16838.965,16095.373,25247.76,2058.328524554467,656.70654296875,3874.3876953125,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,21935.6498,17,units,12197.7705,12036.95,21377.447,2177.834805507245,551.044189453125,2334.532958984375,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,18521.5181,18,units,13950.292,12990.503,21718.43,2072.5400423696806,430.780517578125,1850.3785400390625,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,18474.7377,19,units,13505.676,12374.759,22612.002,2317.308712815714,604.221923828125,1623.591064453125,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,20715.8745,20,units,13402.932,12538.857,22257.67,2090.472180126014,600.1640625,1370.90869140625,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,18347.4936,21,units,10168.907,9433.263,18673.96,1984.5102282200303,759.905517578125,1653.489013671875,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,16151.4022,22,units,9855.594,9855.594,16477.475,1756.9848645472184,776.996337890625,2080.24609375,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,14298.535,23,units,10301.855,9022.462,16681.748,1934.1376826207309,950.1597900390625,3808.00048828125,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,14556.922,24,units,10401.313,8384.962,15737.855,1721.9524817308682,1030.76513671875,7197.09521484375,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,13123.3298,25,units,13975.964,11953.145,16984.748,1587.0065102961883,1064.572021484375,9517.0712890625,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_001||MARKET_001||MFR_001||CAT_001,11672.4742,26,units,11810.881,10979.894,17861.57,897.9090061022182,1126.3858642578125,11336.34375,2505.566525,4332.840550609003,3002.6798299999996,MARKET_001,TM_001,BRAND_001
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,446462.8618,1,dollars,401311.2,398256.6,475346.03,485494.77800038987,389791.40625,450575.875,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,381075.6336,2,dollars,363760.34,351172.66,389655.62,469877.0611268738,357495.34375,435463.59375,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,329678.6914,3,dollars,330864.44,325203.16,330864.44,425383.86546610825,351407.96875,416988.125,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,307064.1168,4,dollars,308495.25,302686.66,311667.62,403833.49178518215,337827.0625,403320.125,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,292576.3628,5,dollars,255610.22,242897.94,292569.0,375822.20964179636,330187.90625,339585.5,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,291491.3494,6,dollars,289740.1,287207.84,294155.2,345176.96450498234,354415.4375,344283.03125,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,250510.706,7,dollars,260823.0,250386.36,297457.2,331345.7991199646,348019.125,323028.75,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,235570.6165,8,dollars,257572.6,235542.25,266300.2,295189.6617777407,338927.96875,307446.40625,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,219835.233,9,dollars,209032.19,195889.36,219984.28,264685.74620990775,316769.4375,278804.96875,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,204358.7102,10,dollars,206149.97,195145.97,213885.1,238223.1799728195,304416.75,258543.828125,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,172825.486,11,dollars,191419.53,163240.66,203457.86,196531.3017040313,309323.75,265563.1875,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,185893.6602,12,dollars,184956.5,175900.25,191429.25,193986.41522175478,300229.09375,258196.34375,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,155664.1643,13,dollars,168170.48,158544.89,173342.12,184947.9850424825,290186.875,223063.71875,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,156923.8828,14,dollars,148101.14,141473.95,164947.08,158756.6617742608,256149.546875,184350.5625,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,156077.5929,15,dollars,141646.27,136916.31,162324.92,142013.22546273438,222857.03125,168368.84375,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,137994.2146,16,dollars,139131.73,137233.8,160030.38,140511.46622051322,185619.28125,159907.53125,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,144987.313,17,dollars,127727.5,127727.5,145069.23,147996.24906120208,152632.15625,127939.078125,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,136979.058,18,dollars,128238.31,126426.69,151003.72,169343.3560673856,149554.40625,112937.875,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,134891.2281,19,dollars,124720.336,124720.336,137221.06,128938.44552302512,145902.03125,129557.40625,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,161113.2442,20,dollars,125205.08,124003.22,161083.44,117567.61437841148,167594.90625,136848.171875,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,146610.2453,21,dollars,123644.8,122119.31,147783.47,130294.06184750183,190194.90625,162518.8125,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,123592.4669,22,dollars,120015.195,106742.25,160315.94,119060.13770893385,252187.34375,212462.34375,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,125303.95,23,dollars,122554.086,116961.4,144159.77,122555.55330540582,332074.59375,309069.28125,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,128169.7003,24,dollars,124631.03,119880.41,139847.22,122929.81004768697,347858.34375,329215.1875,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,124690.4974,25,dollars,115970.41,112140.984,128395.11,111708.22052137868,329383.75,343027.375,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,116271.3515,26,dollars,116090.16,108553.6,127433.68,93076.64749513411,335887.46875,348687.625,284380.244275,203583.28157420736,170146.64419000002,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,27742.6167,1,eq,31686.129,27292.055,32284.447,37007.184315234015,30589.89453125,35207.02734375,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,24595.043,2,eq,30266.225,24628.373,32214.773,36620.79723342668,27807.6640625,34053.3515625,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,21332.3269,3,eq,23412.121,17413.4,26986.178,33308.89724869693,27013.244140625,32551.736328125,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,20880.0542,4,eq,22198.3,16256.38,26230.846,32603.226733313317,25953.595703125,31470.53515625,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,19255.9092,5,eq,19557.236,15942.844,20211.643,29948.51809485524,25504.498046875,26601.40234375,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,19050.0473,6,eq,18816.402,16250.203,19341.777,27807.51226096126,27347.162109375,26899.39453125,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,16322.9063,7,eq,17994.049,15764.934,18634.914,25980.316513969705,26753.974609375,25309.044921875,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,14777.472,8,eq,16123.21,12850.222,17732.213,23799.516081831796,26129.390625,24082.4453125,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,14971.9246,9,eq,14727.643,11316.042,18843.895,21569.940046241787,24472.9765625,21842.767578125,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
TM_001||BRAND_011||MARKET_001||MFR_001||CAT_001,15083.9964,10,eq,14770.281,11719.43,15796.394,20467.44933308855,23498.34375,20258.55078125,21737.758575,15827.956892599113,13320.552670000001,MARKET_001,TM_001,BRAND_011
