Markets,Periods,Manufacturer,Category,Trademark,Brand,$,Units,EQ,Avg Unit Price,%ACV,TDP,$ / $MM ACV,Units / $MM ACV,EQ / $MM ACV
MARKET_001,1 w/e 01/18/25,MFR_002,CAT_001,TM_004,BRAND_009,1369.4972,140.2801,105.21,9.7626,0.475,0.475,96.3864,9.873,7.4048
MARKET_001,1 w/e 01/18/25,MFR_002,CAT_001,TM_005,BRAND_010,2272.6413,504.9601,152.885,4.5006,0.5235,0.7414,145.1138,32.2429,9.7621
MARKET_001,1 w/e 01/18/25,MFR_002,CAT_001,TM_005,BRAND_008,8700.9167,2412.6741,529.1701,3.6063,2.0257,2.1961,143.5849,39.8146,8.7325
MARKET_002,1 w/e 01/18/25,MFR_001,CAT_001,TM_001,BRAND_001,2157.9728,821.07,129.3516,2.6282,4.2922,5.5357,144.3489,54.9222,8.6525
MARKET_002,1 w/e 01/18/25,MFR_001,CAT_001,TM_002,BRAND_002,1008.6812,420.637,43.2539,2.398,3.058,3.1752,94.7039,39.4931,4.0611
MARKET_002,1 w/e 01/18/25,MFR_001,CAT_001,TM_002,BRAND_003,3688.483,1706.528,134.2337,2.1614,7.5413,7.9475,140.4259,64.97,5.1105
MARKET_002,1 w/e 01/18/25,MFR_001,CAT_001,TM_003,BRAND_004,55388.0424,20410.476,2201.5718,2.7137,39.258,41.7928,405.0767,149.2706,16.101
MARKET_002,1 w/e 01/18/25,MFR_002,CAT_001,TM_004,BRAND_007,1587.7018,614.3201,63.9916,2.5845,0.8258,0.8258,552.0329,213.5948,22.2495
MARKET_002,1 w/e 01/18/25,MFR_002,CAT_001,TM_005,BRAND_008,4931.404,1862.855,194.6932,2.6472,2.8619,2.8619,494.7235,186.8835,19.5318
MARKET_003,1 w/e 01/18/25,MFR_001,CAT_001,TM_001,BRAND_001,360.5755,88.7741,32.0323,4.0617,0.2454,0.2454,109.2488,26.8971,9.7053
MARKET_003,1 w/e 01/18/25,MFR_001,CAT_001,TM_002,BRAND_003,1966.774,750.718,75.1366,2.6199,2.4052,2.9748,60.7969,23.2062,2.3226
MARKET_003,1 w/e 01/18/25,MFR_001,CAT_001,TM_003,BRAND_004,43201.6346,8454.657,4231.4072,5.1098,58.0489,66.0732,55.3321,10.8286,5.4195
MARKET_003,1 w/e 01/18/25,MFR_001,CAT_001,TM_003,BRAND_005,22998.5714,3519.705,2639.7788,6.5342,42.5583,42.5582,40.178,6.1488,4.6116
MARKET_003,1 w/e 01/18/25,MFR_001,CAT_001,TM_003,BRAND_006,29499.24,8773.6631,1806.8933,3.3622,35.5631,53.7306,61.6712,18.3422,3.7775
MARKET_003,1 w/e 01/18/25,MFR_002,CAT_001,TM_004,BRAND_007,542.7336,76.0401,57.0301,7.1375,0.8039,0.8039,50.1946,7.0325,5.2744
MARKET_003,1 w/e 01/18/25,MFR_002,CAT_001,TM_004,BRAND_009,1233.6772,123.28,92.4601,10.0071,0.859,0.859,106.7804,10.6705,8.0028
MARKET_003,1 w/e 01/18/25,MFR_002,CAT_001,TM_005,BRAND_010,2006.7912,427.96,133.885,4.6892,0.9562,1.4407,156.0406,33.2766,10.4104
MARKET_003,1 w/e 01/18/25,MFR_002,CAT_001,TM_005,BRAND_008,3041.9526,449.819,260.7684,6.7626,2.29,2.5143,98.7596,14.6038,8.4661
MARKET_004,1 w/e 01/18/25,MFR_001,CAT_001,TM_002,BRAND_003,241.6701,41.0,16.0157,5.8944,9.8127,9.8127,14.1799,2.4057,0.9397
MARKET_004,1 w/e 01/18/25,MFR_001,CAT_001,TM_003,BRAND_004,2643.4301,669.0,198.2082,3.9513,35.7708,42.0704,42.5481,10.7681,3.1903
MARKET_004,1 w/e 01/18/25,MFR_001,CAT_001,TM_003,BRAND_005,456.8801,59.0,44.25,7.7437,9.115,9.115,28.8593,3.7268,2.7951
MARKET_005,1 w/e 01/18/25,MFR_001,CAT_001,TM_001,BRAND_001,6.3401,1.0001,0.3906,6.34,0.3513,0.3513,2.1815,0.3441,0.1344
MARKET_005,1 w/e 01/18/25,MFR_001,CAT_001,TM_002,BRAND_003,1142.0601,185.0001,72.2656,6.1733,13.0594,13.0594,10.5703,1.7123,0.6689
MARKET_005,1 w/e 01/18/25,MFR_001,CAT_001,TM_003,BRAND_004,19779.5401,6665.0,1245.1511,2.9677,55.5905,74.193,43.0066,14.4917,2.7073
MARKET_005,1 w/e 01/18/25,MFR_001,CAT_001,TM_003,BRAND_005,2689.24,351.0,263.2501,7.6617,14.295,14.295,22.7387,2.9679,2.2259
MARKET_005,1 w/e 01/18/25,MFR_002,CAT_001,TM_004,BRAND_007,76.4,10.0,7.5001,7.64,0.2298,0.2298,40.1809,5.2593,3.9445
MARKET_005,1 w/e 01/18/25,MFR_002,CAT_001,TM_004,BRAND_009,110.32,14.0,10.5,7.88,0.3112,0.3112,42.846,5.4373,4.078
MARKET_005,1 w/e 01/18/25,MFR_002,CAT_001,TM_005,BRAND_010,356.64,70.0,30.5417,5.0949,0.7984,1.1827,53.9914,10.5972,4.6237
MARKET_005,1 w/e 01/18/25,MFR_002,CAT_001,TM_005,BRAND_008,826.7201,110.0001,81.8543,7.5156,2.2956,2.5471,43.5297,5.7919,4.3099
MARKET_001,1 w/e 01/25/25,MFR_001,CAT_001,TM_001,BRAND_011,29.9701,8.0001,6.0,3.7463,0.0527,0.0527,19.0177,5.0765,3.8073
MARKET_001,1 w/e 01/25/25,MFR_001,CAT_001,TM_001,BRAND_001,2529.994,962.688,169.7619,2.6281,0.6444,0.7886,131.2387,49.9376,8.8061
MARKET_001,1 w/e 01/25/25,MFR_001,CAT_001,TM_002,BRAND_002,972.6362,437.516,44.3246,2.2231,0.3345,0.3458,97.2004,43.7232,4.4296
MARKET_001,1 w/e 01/25/25,MFR_001,CAT_001,TM_002,BRAND_003,4126.2535,1616.38,176.7024,2.5528,2.9019,3.2505,47.5333,18.6203,2.0356
MARKET_001,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_004,113199.8462,34902.9194,6855.2433,3.2433,48.4096,56.5161,78.1697,24.1021,4.7339
MARKET_001,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_005,25116.1072,3569.8346,2677.376,7.0357,22.4777,22.4776,37.353,5.3091,3.9818
MARKET_001,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_006,25324.28,7866.1649,1535.0821,3.2194,15.2429,23.0513,55.5383,17.2512,3.3666
MARKET_001,1 w/e 01/25/25,MFR_002,CAT_001,TM_004,BRAND_007,2128.1132,694.2446,121.8568,3.0654,0.4686,0.4686,151.8021,49.5217,8.6923
MARKET_001,1 w/e 01/25/25,MFR_002,CAT_001,TM_004,BRAND_009,148198.6693,31370.3843,11385.5894,4.7242,20.198,28.6736,245.2784,51.92,18.8439
MARKET_001,1 w/e 01/25/25,MFR_002,CAT_001,TM_005,BRAND_010,176765.1534,41960.065,12804.7881,4.2127,22.21,35.0269,266.0549,63.1554,19.2729
MARKET_001,1 w/e 01/25/25,MFR_002,CAT_001,TM_005,BRAND_008,6411.1816,1669.8941,421.2879,3.8393,1.948,2.0498,110.0207,28.6566,7.2296
MARKET_002,1 w/e 01/25/25,MFR_001,CAT_001,TM_001,BRAND_001,2167.0687,872.914,137.6254,2.4826,4.5778,5.8167,135.9542,54.7635,8.6341
MARKET_002,1 w/e 01/25/25,MFR_001,CAT_001,TM_002,BRAND_002,972.6362,437.516,44.3246,2.2231,2.8738,2.9711,97.2004,43.7232,4.4296
MARKET_002,1 w/e 01/25/25,MFR_001,CAT_001,TM_002,BRAND_003,1865.84,797.01,72.9385,2.341,4.7805,4.9825,112.0928,47.8814,4.3819
MARKET_002,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_004,51764.5487,19242.556,2049.7011,2.6901,40.3835,42.6644,368.1336,136.8471,14.5768
MARKET_002,1 w/e 01/25/25,MFR_002,CAT_001,TM_004,BRAND_007,1605.6897,615.5381,65.4102,2.6086,0.8353,0.8353,552.068,211.6342,22.4893
MARKET_002,1 w/e 01/25/25,MFR_002,CAT_001,TM_004,BRAND_009,23637.562,10311.2771,1074.0914,2.2924,13.8521,13.8521,490.0785,213.7841,22.2692
MARKET_002,1 w/e 01/25/25,MFR_002,CAT_001,TM_005,BRAND_010,35804.4771,12671.244,1643.1525,2.8256,19.2754,20.1069,533.4708,188.7959,24.4822
MARKET_002,1 w/e 01/25/25,MFR_002,CAT_001,TM_005,BRAND_008,3032.2036,1164.315,121.9286,2.6043,2.2545,2.2545,386.268,148.3204,15.5323
MARKET_003,1 w/e 01/25/25,MFR_001,CAT_001,TM_001,BRAND_011,29.9701,8.0001,6.0,3.7463,0.1172,0.1172,19.0177,5.0765,3.8073
MARKET_003,1 w/e 01/25/25,MFR_001,CAT_001,TM_001,BRAND_001,360.5755,88.7741,32.0323,4.0617,0.2454,0.2454,109.2488,26.8971,9.7053
MARKET_003,1 w/e 01/25/25,MFR_001,CAT_001,TM_002,BRAND_003,1705.9935,704.37,71.42,2.422,1.3129,1.8825,96.6092,39.888,4.0445
MARKET_003,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_004,36424.9077,6813.3634,3297.8963,5.3461,56.0047,64.3393,48.3554,9.045,4.3781
MARKET_003,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_005,21993.5872,3156.8347,2367.626,6.967,42.9185,42.9185,38.0998,5.4686,4.1015
MARKET_003,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_006,25321.3901,7865.1648,1534.9778,3.2194,33.8806,51.247,55.5658,17.2595,3.3684
MARKET_003,1 w/e 01/25/25,MFR_002,CAT_001,TM_004,BRAND_007,498.9936,72.7066,54.5301,6.8631,0.6825,0.6825,54.3596,7.9205,5.9404
MARKET_003,1 w/e 01/25/25,MFR_002,CAT_001,TM_004,BRAND_009,71199.7573,11815.1072,5455.498,6.0262,17.1572,24.1929,308.5341,51.1991,23.6406
MARKET_003,1 w/e 01/25/25,MFR_002,CAT_001,TM_005,BRAND_010,73762.5464,15958.8211,5343.323,4.6221,18.4828,30.5543,296.7149,64.1954,21.4939
MARKET_003,1 w/e 01/25/25,MFR_002,CAT_001,TM_005,BRAND_008,2695.048,406.579,228.9843,6.6286,2.5709,2.7951,77.94,11.7581,6.6222
MARKET_004,1 w/e 01/25/25,MFR_001,CAT_001,TM_002,BRAND_003,152.62,24.0001,9.3751,6.3592,6.6708,6.6708,13.1727,2.0714,0.8092
MARKET_004,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_004,2410.66,630.0,174.7708,3.8264,32.4279,39.0975,42.8014,11.1857,3.1031
MARKET_004,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_005,552.63,70.0,52.5001,7.8947,10.0111,10.0111,31.7828,4.0258,3.0194
MARKET_004,1 w/e 01/25/25,MFR_002,CAT_001,TM_004,BRAND_009,5673.0401,989.0,529.9167,5.7361,18.98,29.0853,172.0918,30.0013,16.075
MARKET_004,1 w/e 01/25/25,MFR_002,CAT_001,TM_005,BRAND_010,5735.03,1135.0,506.375,5.0529,18.2983,28.9348,180.4535,35.7129,15.9332
MARKET_005,1 w/e 01/25/25,MFR_001,CAT_001,TM_001,BRAND_011,25.98,9.0,1.5832,2.8867,0.2439,0.4878,12.8754,4.4603,0.7847
MARKET_005,1 w/e 01/25/25,MFR_001,CAT_001,TM_002,BRAND_012,15.4801,2.0,1.5001,7.74,0.2439,0.2439,7.6717,0.9912,0.7434
MARKET_005,1 w/e 01/25/25,MFR_001,CAT_001,TM_002,BRAND_003,249.5,44.0001,16.328,5.6705,4.5321,4.7813,6.6541,1.1735,0.4355
MARKET_005,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_004,17039.6401,5771.0001,1068.2292,2.9526,55.5746,71.8652,37.0599,12.5515,2.3233
MARKET_005,1 w/e 01/25/25,MFR_001,CAT_001,TM_003,BRAND_005,1959.5401,256.0001,192.0,7.6545,12.169,12.169,19.4633,2.5427,1.9071
MARKET_005,1 w/e 01/25/25,MFR_002,CAT_001,TM_004,BRAND_007,15.28,2.0,1.5001,7.64,0.2298,0.2298,8.0362,1.0519,0.7889
MARKET_005,1 w/e 01/25/25,MFR_002,CAT_001,TM_004,BRAND_009,50078.4,8608.0,4550.1458,5.8177,36.5972,53.9474,165.3947,28.4298,15.0278
MARKET_005,1 w/e 01/25/25,MFR_002,CAT_001,TM_005,BRAND_010,66620.4501,12863.0,5811.6459,5.1792,39.9974,65.5057,201.3239,38.8714,17.5625
MARKET_005,1 w/e 01/25/25,MFR_002,CAT_001,TM_005,BRAND_008,705.48,93.0,69.7501,7.5858,2.0491,2.0491,41.6144,5.4858,4.1144
MARKET_001,1 w/e 01/27/24,MFR_001,CAT_001,TM_001,BRAND_001,3.87,2.0,0.2083,1.935,0.0062,0.0062,21.0784,10.8932,1.1345
MARKET_001,1 w/e 01/27/24,MFR_001,CAT_001,TM_002,BRAND_002,13.73,3.0,0.9582,4.5767,0.0105,0.0167,43.9079,9.5939,3.0646
MARKET_001,1 w/e 02/01/25,MFR_001,CAT_001,TM_001,BRAND_011,183061.6045,49558.3071,13234.8933,3.6939,49.1575,100.6532,124.4853,33.7006,9.0
MARKET_001,1 w/e 02/01/25,MFR_001,CAT_001,TM_001,BRAND_001,2725.6804,1006.288,178.1528,2.7086,0.7265,0.8738,125.412,46.3006,8.197
MARKET_001,1 w/e 02/01/25,MFR_001,CAT_001,TM_002,BRAND_012,172914.2303,41307.4377,14545.325,4.186,47.9316,81.3444,120.5923,28.8083,10.1441
MARKET_001,1 w/e 02/01/25,MFR_001,CAT_001,TM_002,BRAND_002,928.6957,450.253,46.0264,2.0626,0.4086,0.4254,75.9781,36.8359,3.7655
MARKET_001,1 w/e 02/01/25,MFR_001,CAT_001,TM_002,BRAND_003,3995.1947,1652.976,156.4498,2.417,1.6026,1.8878,83.3365,34.4797,3.2634
MARKET_001,1 w/e 02/01/25,MFR_001,CAT_001,TM_003,BRAND_004,113181.4088,35389.9314,6967.9436,3.1981,47.1129,54.4228,80.3057,25.1102,4.944
MARKET_001,1 w/e 02/01/25,MFR_001,CAT_001,TM_003,BRAND_005,27907.5407,4150.0096,3112.5072,6.7247,21.1566,21.1566,44.0947,6.5571,4.9178
MARKET_001,1 w/e 02/01/25,MFR_001,CAT_001,TM_003,BRAND_006,22423.5101,6295.9999,1406.2915,3.5615,15.3712,22.7991,48.7648,13.692,3.0583
MARKET_001,1 w/e 02/01/25,MFR_002,CAT_001,TM_004,BRAND_007,3299.1048,820.3188,218.4489,4.0217,0.402,0.402,274.3516,68.2172,18.1661
MARKET_001,1 w/e 02/01/25,MFR_002,CAT_001,TM_004,BRAND_009,568225.6526,109035.2233,48111.893,5.2114,51.7642,76.5288,366.946,70.4122,31.0695
MARKET_001,1 w/e 02/01/25,MFR_002,CAT_001,TM_005,BRAND_010,682737.28,164896.1423,50720.4633,4.1404,56.4159,91.4397,404.541,97.7056,30.0533
MARKET_001,1 w/e 02/01/25,MFR_002,CAT_001,TM_005,BRAND_008,5304.1419,1438.609,333.2052,3.687,1.7049,1.8057,104.0009,28.2075,6.5333
MARKET_002,1 w/e 02/01/25,MFR_001,CAT_001,TM_001,BRAND_011,25000.4546,9205.515,958.9078,2.7158,20.5795,20.5795,348.7996,128.4329,13.3784
